Sample ID,IC50 (uM),SMILES
NCGC00412031-01,79.4328,O=C1COCCN1C2=CC(=C[N]3C=NC=C23)C4=CC=NC=C4
NCGC00412529-01,79.4328,OCC1=CC(=CC=C1)C2=N[N]3C(=CN=C3C=C2)NC4=CC=CN=C4
NCGC00412655-01,79.4328,CN(CC1=CC=C(F)C=C1)C2=N[N]3C(=CN=C3C=C2)NC4=CC=C5OCOC5=C4
NCGC00413095-01,79.4328,COC1=CC(=CC=C1)N2CC3(CN(CC4=CSC(=N4)C)C(=O)O3)C2
NCGC00417104-01,79.4328,CN1CCOC2=C(C=C(C=C12)C3=C[N](C)N=C3)C(=O)NCCN4CCNC4=O
NCGC00417576-01,79.4328,CN1CC2=CC(=CC(=C2C1=O)C3=CC=CC(=C3)O)C4=C(C)ON=C4C
NCGC00418694-01,79.4328,COC1=CC=C(NC(=O)[C@@H]2C[C@@H](N(C2)[S+]([O-])(=O)C3CC3)C4=CC=C(F)C=C4)C=C1
NCGC00419493-01,79.4328,COCCCNC(=O)C(C)(C)OC1=N[N](CC2=CC=CN=C2)C3=C1C=C(COC)C=C3
NCGC00421096-01,79.4328,COC1=CC=C(C=C1)C2=NOC(=C2[C@@H](C)N[S+]([O-])(=O)CC(C)C)C(O)=O
NCGC00375707-01,89.1251,N#CC1=CC=C(CN2CCC(C2)C3=NC4=C([NH]3)N=CC=C4)C=C1
NCGC00377905-01,89.1251,CN(C)C(=O)N1CCN(C(=O)C1)[S+]([O-])(=O)C2=CC=C(Cl)N=C2
NCGC00378072-01,89.1251,COC1=CC=C(CC(=O)N2CCCC3(C2)CC4=C(CN3C(=O)C5CCCC5)C=CC=C4)C=C1
NCGC00378133-01,89.1251,CC(=O)NCCCC(=O)N1CCOC2(CCN(CC2)C(=O)CCCN)C1
NCGC00392426-01,89.1251,COC1=CC=C(O[C@H]2COCCN(C2)C(=O)C3CCCC3)C=C1
NCGC00393647-01,89.1251,ClC1=CC=C(S1)C2=C[NH]C(=N2)[C@@H]3COCCN3CC4=CC5=C(C=CC=C5)N=C4
NCGC00393716-01,89.1251,CN1C[C@@H]2C[C@H]1C(=O)N(CC3=CC=CC=C3)C4=C(O2)C=CC=C4
NCGC00393828-01,89.1251,COC1=CC=C(CN2C(=O)[C@@H]3C[C@@H](CN3C)OC4=C2C=CC=C4)C=C1
NCGC00396499-01,89.1251,N#CC1=CC(=CC=C1)CN2CC3=C(C[C@H]2C4=NC(=NO4)C5=CN=CC=N5)[NH]C=N3
NCGC00397875-01,89.1251,COC1=CC=C(CN2[C@@H]3CN(C[C@@H]3OCC2=O)C4=CC=C(C=N4)C#N)C=C1
NCGC00400296-01,89.1251,FC1=CC=C(NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=C(F)C=C5)[NH]C=N3)C=C1
NCGC00401328-01,89.1251,COC1=CC(=CC(=C1)OC)N2C(=O)[C@@H]3C[C@H](CCN3C2=O)NC(=O)C4=CC=C[N]4C
NCGC00401598-01,89.1251,CCNC(=O)N[C@H]\1C[C@@H](\C=C1)C2=C(C)[N](N=C2C)C3=CC=CC=C3[N+]([O-])=O
NCGC00409047-01,89.1251,CC(=O)NC1=CC=CC(=C1)C2=N[NH]C3=C2CC(=O)N(CC4=CC=CC=C4)C3
NCGC00409832-01,89.1251,FC(F)(F)C1=CC(=CC=C1)NC2=NC3=C(NCCN(C3)C(=O)C4=COC=N4)C=N2
NCGC00410496-01,89.1251,CC(=O)NC1(C)CN(CC2=CC=C(N=C2)C3=CC(=CC=C3)[S+](C)([O-])=O)C1
NCGC00411013-01,89.1251,COCCN1CCNC2=C(C1)C=NC(=C2)C3=CC=CC(=C3)OC
NCGC00411042-01,89.1251,COC1=CC=C(OC)C(=C1)CN2CCNC3=C(C2)C=NC(=C3)C4=CC=NC(=C4)C
NCGC00411175-01,89.1251,CC1=CC(=CC=N1)C2=CC3=C(CN(CCN3)CC4=CC=C(C=C4)C(F)(F)F)C=N2
NCGC00411304-01,89.1251,FC1=CC=CC=C1CN2CCNC3=C(C2)C=C(NC4=CC=CC=C4)N=C3
NCGC00411392-01,89.1251,CC(=O)N1CCN(CC1)C2=CC(=NC3=C2ON=C3C)C4=CC=C(Cl)C=C4
NCGC00411438-01,89.1251,CC1=NOC2=C1N=C(C=C2NCCC[N]3C=CN=C3)C4=CC=C(Cl)C=C4
NCGC00411580-01,89.1251,CC1=NOC2=C1N=C(C=C2)C3=CC=C(CO)C=C3
NCGC00411640-01,89.1251,C[N]1C=C(C=N1)C2=NC(=C3C=C[N](C)C3=C2)C(=O)NCCC4=C[NH]C=N4
NCGC00412346-01,89.1251,C[N]1C=CC(=N1)NC(=O)CC2=C[NH]C3=C2C=C(C=N3)C4=CC=CC=C4C
NCGC00412537-01,89.1251,OCCC1=CC=C(NC2=CN=C3C=CC(=N[N]23)C4=CC=CC(=C4)CO)C=C1
NCGC00412569-01,89.1251,CC1=CC=CC=C1NC2=CN=C3C=CC(=N[N]23)C4=CC=CC(=C4)CO
NCGC00412735-01,89.1251,COC1=CC(=CC=C1)NC2=C3OCCC3=C(C=N2)C4=C(C)ON=C4C
NCGC00412879-01,89.1251,CC1(CCC2=CN=C(NC3=CC=CC=C3)N=C12)C(=O)NCC4CC4
NCGC00412888-01,89.1251,C[N]1C=CC(=N1)NC(=O)C2(C)CCC3=CN=C(NCC4=CC=CC=C4)N=C23
NCGC00413311-01,89.1251,FC1=CC(=CC=C1)CNC(=O)C2=NC3=C(CCN(CCCC4=CC=CC=C4)CC3)O2
NCGC00413371-01,89.1251,FC1=CC(=CC=C1)CN2CCC3=C(CC2)N=C(O3)C(=O)NC4=CC=CC(=C4)C(F)(F)F
NCGC00413667-01,89.1251,COC1=CC(=CC=C1)C2=CC=C3OCC(=O)N(CC4=CC=C(F)C=C4)CC3=N2
NCGC00413766-01,89.1251,CC1=NC(=CS1)CN2CC3=NC(=CC=C3OCC2=O)NC4=CC=CC=C4
NCGC00413808-01,89.1251,C[N]1C=C(C=N1)C2=CC=C3OCC(=O)N(CC4=CC=C(C=C4)C(F)(F)F)CC3=N2
NCGC00413903-01,89.1251,COC1=CC=C(NC2=CC=C3OCC(=O)N(CC4=NC5=CC=CC=C5S4)CC3=N2)C=N1
NCGC00413979-01,89.1251,CC1=CC=CC=C1C2=NC=C[N]3C(=NC=C23)C4CN(C4)C(=O)C5=CC6=CC=CC=C6[NH]5
NCGC00414560-01,89.1251,CN1CC2=CC=C(NCC3=CC=CC=C3)N=C2C(C)(C1)C(=O)NC4CCC4
NCGC00417051-01,89.1251,CN1CCOC2=C(C=C(C=C12)C3=CC=CN=C3)C(=O)NCC4=C[N](C)N=C4
NCGC00417056-01,89.1251,CN1CCOC2=C(C=C(C=C12)C3=CC=CC(=C3)NC(C)=O)C(=O)NCCC4=C[NH]C=N4
NCGC00417498-01,89.1251,CC1=CC2=CC(=NC(=C2O1)NCC3=CC=CN=C3)C4=C(C)ON=C4C
NCGC00418062-01,89.1251,OC(=O)CC[N]1N=CC2=CC(=CC=C12)OC3CCN(CC3)C(=O)OCC4=CC=CC=C4
NCGC00418222-01,89.1251,C[S+]([O-])(=O)NCC[N]1C=CC2=CC(=CN=C12)OC3CCN(CC3)C(=O)C4CCCC4
NCGC00418253-01,89.1251,O=C(C1CC1)N2CCC(CC2)OC3=CN=C4[N](C=CC4=C3)C5=CN=CN=C5
NCGC00418270-01,89.1251,CC1=CN=C(C)C(=N1)N2CCC(CC2)COC3=CN=C4[N](CC(N)=O)C=CC4=C3
NCGC00418650-01,89.1251,[O-][S+](=O)(C1CC1)N2C[C@@H](C[C@@H]2C3=CC=C(F)C=C3)C(=O)NC4=CC=CC=N4
NCGC00418719-01,89.1251,COC1=CC=C(NC(=O)[C@@H]2C[C@@H](N(C2)CC3=CSC(=N3)C)C4=CC=C(F)C=C4)C=N1
NCGC00418733-01,89.1251,C[N]1C=CC(=N1)NC(=O)[C@@H]2C[C@@H](N(C2)CC3=CSC(=N3)C)C4=CC=C(F)C=C4
NCGC00419368-01,89.1251,CN1CCC2(C1)CN(CC3=CC=CC=C3)C4=CC=C(C=C24)C(N)=O
NCGC00420359-01,89.1251,CC(=O)NC1=CC=CC=C1C2=C3[N](CCCN3C(=O)CC4=CC=CC(=C4)Cl)N=C2C
NCGC00421280-01,89.1251,FC(F)(F)OC1=CC=C(C=C1)N2C(=O)[C@@H]3C[C@H](CCN3C2=O)NC(=O)C4=CN=CC=N4
NCGC00421766-01,89.1251,C[C@H](O)C1=C(C(=O)NC2CCCC2)C(=NO1)C3=CC=C(F)C=C3
NCGC00478215-01,89.1251,CN(CC1=CC=CC=C1C(F)(F)F)C(=O)CC2=CC=C(F)C=C2
NCGC00374143-01,100.0,OC(=O)C1=CC(=CC=C1)C2=CN=C3C=CC=CC3=C2
NCGC00391987-01,100.0,C[C@@H](NC(=O)C1=CC=C[N]1C)C2=C(C(O)=O)C(=NO2)C3=CC=C(F)C=C3
NCGC00392005-01,100.0,C[C@@H](NC(=O)C1CC1)C2=C(ON=C2C3=CC=C(Cl)C=C3)C(O)=O
NCGC00392338-01,100.0,C[C@@H](NC(=O)CC1=CC=CC=C1)C2=C(C(O)=O)C(=NO2)C3=CC=C(Cl)C=C3
NCGC00393439-01,100.0,COC1=CC=C(CC(=O)N2CCOC[C@@H](C2)OC3=CC=CC=C3)C=C1
NCGC00395082-01,100.0,COC1=CC=C(CN2CCOC[C@H]2C3=NC(=C[NH]3)C4=CC=C(OC)C=C4)C=C1
NCGC00396252-01,100.0,C[C@@H](NC(=O)C1=N[N](C)C(=C1)C)C2=C(C(O)=O)C(=NO2)C3=CC=CN=C3
NCGC00396816-01,100.0,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2CNCC3=CC=C(C=C3)C4=CC=CC=C4
NCGC00409150-01,100.0,CC[N]1C=C(C=N1)C2=N[NH]C3=C2CC(=O)N(C3)C4=CC=CC=C4
NCGC00410872-01,100.0,CN(C1=CC=CC=C1)C2=N[N]3C(=NN=C3C4=CC=CC=N4)C=C2
NCGC00411538-01,100.0,COCCCNC1=CC(=NC2=C1ON=C2C)C3=CSC=C3
NCGC00411542-01,100.0,CC1=NOC2=C1N=C(C=C2NCCC[N]3C=CN=C3)C4=CC=CC=N4
NCGC00412022-01,100.0,OCC1=CC(=CC=C1)C2=C[N]3C=NC=C3C(=C2)N4CCOCC4=O
NCGC00412030-01,100.0,CC1=CC=CC=C1C2=C[N]3C=NC=C3C(=C2)C4=CC=C(O)N=C4
NCGC00412082-01,100.0,COC1=CC=CC=C1C2=C[N]3C=NC=C3C(=C2)C4=CC=NC=C4
NCGC00412209-01,100.0,COC1=CC=CC=C1C2=C[N]3C=NC=C3C(=C2)C4=CC=CN=C4
NCGC00412286-01,100.0,C[N]1N=C(C)C=C1NC(=O)CC2=C[NH]C3=C2C=C(C=N3)C4=CC=CC=C4C
NCGC00412317-01,100.0,O=C(CC1=C[NH]C2=C1C=C(C=N2)C3=CC=CC=C3)N4CCN(CC4)C5=CC=CC=N5
NCGC00412436-01,100.0,COC1=NC=CC=C1C2=CC3=C([NH]C=C3CC(=O)NCC4=CC=CO4)N=C2
NCGC00412473-01,100.0,O=C(CC1=C[NH]C2=C1C=C(C=N2)C3=CC=CN=C3)NC4CCC4
NCGC00412487-01,100.0,COC1=CC=C(C=N1)C2=N[N]3C(=CN=C3C=C2)NC4=CC(=CC(=C4)N5CCOCC5)F
NCGC00412541-01,100.0,ClC1=CC=C(NC2=CN=C3C=CC(=N[N]23)N4CCOCC4)N=C1
NCGC00412579-01,100.0,COC1=CC(=CN=C1)NC2=CN=C3C=CC(=N[N]23)C4=CC=CC(=C4)CO
NCGC00412711-01,100.0,CNC(=O)C1=CC=CC(=C1)C2=C3CCOC3=C(NC(=O)CC4=CC=CC=C4)N=C2
NCGC00412761-01,100.0,FC1=CC=C(NC2=C3OCCC3=C(C=N2)C4=CN=CC=C4)C=C1
NCGC00412798-01,100.0,CNC(=O)C1=CC=CC(=C1)C2=C3CCOC3=C(NC4=CC=CC(=C4)N[S+](C)([O-])=O)N=C2
NCGC00412975-01,100.0,CC1(CCC2=CN=C(NC3=CC=CC=C3)N=C12)C(=O)NCC4=CC=CN=C4
NCGC00413170-01,100.0,COC1=CC(=CC=C1)N2CC3(CN(CCOC4=CC=CC=C4)C(=O)O3)C2
NCGC00413686-01,100.0,FC1=C(CN2CC3=NC(=CC=C3OCC2=O)C4=CC=NC=C4)C=CC=C1
NCGC00413718-01,100.0,FC1=CC=C(CN2CC3=NC(=CC=C3OCC2=O)NC4=C(F)C=CC=C4)C=C1
NCGC00413801-01,100.0,CC1=CC=CC=C1CN2CC3=NC(=CC=C3OCC2=O)NCC4=CC=CC(=C4)F
NCGC00413983-01,100.0,C[N]1C=C(C=N1)C2=NC=C[N]3C2=CN=C3C4CN(C4)C(=O)C5=CC=N[N]5C
NCGC00414033-01,100.0,[O-][S+]1(=O)CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC=C4C=NC(=C[N]34)C5=CC=CC=C5
NCGC00414051-01,100.0,OC1CN(C1)CC2=CC=C(C=C2)C3=CN=C4[N]3C=CN=C4OCC5=CC=CC=C5
NCGC00414582-01,100.0,CNC(=O)C1(C)CN(CC2=CC=CC=C2)CC3=CC=C(NC4=CC=CC=C4)N=C13
NCGC00414692-01,100.0,CN(C)C(=O)C1=CC=C(C=C1)C2=CC=C3\N=C/N(C4=CC=CC=C4)C(=O)C3=N2
NCGC00417081-01,100.0,CN1CCOC2=C(C=C(C=C12)C3=C[N](C)N=C3)C(=O)NCC4=NOC(=C4)C
NCGC00417157-01,100.0,NC(=O)C1=C2OCCN(CC3=CC=CN=C3)C2=CC(=C1)C4=CC=CC=C4F
NCGC00418085-01,100.0,OC(=O)CC[N]1N=CC2=CC(=CC=C12)OCC3CCN(CC3)C(=O)OC4=CC=CC=C4
NCGC00420136-01,100.0,OC1=CC=C(CC(=O)N2CCCC3=NC=C(C=C23)C(=O)NCCOC4=CC=CC=C4)C=C1
NCGC00477335-01,100.0,O=C(CC1=CC=CC=C1)N2CCC3(C2)CC4=CC=CC=C4NC3=O
NCGC00477388-01,100.0,CC1=CC=C(C=C1)C(=O)N2CCC3(C2)NC(=O)C4=CC=CC=C4O3
NCGC00478253-01,100.0,COC1=CC=CC(=C1)CN(C)CC2=CC=C(C=C2)C3=CC=CC=C3
NCGC00478317-01,100.0,CN(C1CCCC2=C1C=CC=C2)C(=O)C3=C(C)C=CC=C3
NCGC00478413-01,100.0,CC1=CC=C(C=C1)C(=O)N2CCC3(CC2)CC4=C(NC3=O)C=CC=C4
NCGC00479839-01,100.0,O=C(NC1=CC=CC=C1)N2CCCN(CC2)C3=NC4=NC=CC=C4O3
NCGC00374167-01,112.2018,CSC1=CC=C(C=C1)C2=CC(=CC=C2)C(O)=O
NCGC00377825-01,112.2018,NC(C1=CC=CC=C1)C2=NN=C3CN(CC[N]23)C(=O)N4CCOCC4
NCGC00377869-01,112.2018,O=CC1=CC=C(C=C1)N2CCN(CC2=O)C(=O)N3CCOCC3
NCGC00378015-01,112.2018,CC(=O)N1CCC2(CC1)CN(CC3=CC=CC=C3O2)C(=O)CCC(O)=O
NCGC00392352-01,112.2018,CC(C)[C@@H]1C[C@@H](CC2=NC3=C([NH]2)C=CC=C3)\C(=C/[C@H]1CNC(=O)CCC(O)=O)C
NCGC00393499-01,112.2018,C[C@@H](NC(=O)C1=C(C)OC(=C1)C)C2=C(C(O)=O)C(=NO2)C3=CC=C(F)C=C3
NCGC00401947-01,112.2018,CC(C)[C@@H]1C[C@@H](CC2=NC3=C(C=CC=C3)[N]2C)\C(=C/[C@H]1CNC(=O)C4=CC=CC=C4)C
NCGC00410315-01,112.2018,CC(=O)NC1(C)CCN(CC2=CC(=CC=C2)C3=CC=C(CO)C=C3)C1
NCGC00412091-01,112.2018,OCC1=CC(=CC=C1)C2=C[N]3C=NC=C3C(=C2)C4=CC=NC=C4
NCGC00412348-01,112.2018,C[N]1C=C(C=N1)C2=CC3=C([NH]C=C3CC(=O)N4CCCC4)N=C2
NCGC00412486-01,112.2018,CN(C)C1=N[N]2C(=CN=C2C=C1)NC3=CC=C(Cl)C=N3
NCGC00412544-01,112.2018,N(C1=CN=CN=C1)C2=CN=C3C=CC(=N[N]23)C4=CC=CC=C4
NCGC00412571-01,112.2018,CN(CC1=CC=CN=C1)C2=N[N]3C(=CN=C3C=C2)NC4=CC=C5OCOC5=C4
NCGC00412906-01,112.2018,CN(C)C1=NC=C2CCCC(C)(C(=O)N(C)CC3=CC=CC=C3)C2=N1
NCGC00413978-01,112.2018,O=C(NCCN1CCOCC1)C2=CC=C(C=C2)C3=NC=C4C=NC(=C[N]34)C5=CC=CC=C5
NCGC00414887-01,112.2018,C[N]1C=CC2=CC(=CC=C12)C3=CC=C4\N=C/N(CC5=NC=CC=C5)C(=O)C4=N3
NCGC00420460-01,112.2018,CC1=N[N]2CCCN(C(=O)CC3=CC=CC(=C3)F)C2=C1C4=CC=CC=C4C(N)=O
NCGC00375186-01,125.8925,C=CCNC(=O)C1=CC=C2C=C[NH]C2=N1
NCGC00377797-01,125.8925,C[S+]([O-])(=O)N1CCCC(C1)C2=NN=C3CNCC[N]23
NCGC00410313-01,125.8925,COC1=NC=C(C=C1)N2CCCC(C)(C2)NC(C)=O
NCGC00410508-01,125.8925,COC1=NC=C(C=C1)N2CC(C)(C2)NC(=O)C3CC3
NCGC00412109-01,125.8925,C1C\C(=C/CO1)C2=CC(=C[N]3C=NC=C23)C4=CC=NC=C4
NCGC00412190-01,125.8925,CC1=C(C(=NO1)C)C2=CC(=C[N]3C=NC=C23)C4=CC=CC=C4
NCGC00412757-01,125.8925,C1CC2=C(C=NC(=C2O1)NC3=CC=CC=C3)C4=CC=CC=C4
NCGC00413842-01,125.8925,COC1=CC=C(NC2=CC=C3OCC(=O)NCC3=N2)C=C1
NCGC00375229-01,141.2538,O=C(NC1CC1)C2=C[NH]C3=C2N=CC=C3
NCGC00476308-01,11.2202,COC1=CC=CC(=C1)C2=CC=C(CN3CCN(C(=O)C3)C4=NC=NC(=C4)Cl)C=C2
NCGC00400530-01,14.1254,COC1=CC=C(C=C1)C(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=C(OC(F)(F)F)C=C5)[NH]C=N3
NCGC00454269-01,14.1254,ClC1=CC=C(C=C1)C/2=C/[N]3N=NC(=C3C(=O)N2)C(=O)NC4CCCCCC4
NCGC00468488-01,14.1254,C[N]1N=C(C(=O)N2CC(F)(F)C[C@H]2C3=NC(=NO3)C)C4=CC=CC=C14
NCGC00413549-01,15.8489,COC1=CC(=C(OC)C=C1)C2=NC=C3C(=O)N(CCOC3=N2)C4=CC=CC(=C4)C(F)(F)F
NCGC00472871-01,15.8489,CCC1=C(NC(=O)[C@H]2CCC[C@H]2NC(=O)C3=CN=C(OC)C=C3)C=CC=C1
NCGC00477533-01,15.8489,COC1=C(C=CC=C1)C(=O)N2CCCC3(COC4=CC=CC=C4C(=O)N3)C2
NCGC00411660-01,19.9526,C[N]1C=CC2=C(N=C(C=C12)C3=CC=CC=C3C(F)(F)F)C(=O)NCC4=CC=CN=C4
NCGC00375317-01,22.3872,ClC1=CC=C(C=C1)C(=O)N2CCC3(C2)C(=O)N(C4=CC=CC=C4)C5=CC=CC=C35
NCGC00375455-01,22.3872,ClC1=CC=C(CN2CCCC3(C2)CN(C(=O)C4CCCC4)C5=CC=CC=C5C3)C=C1
NCGC00412281-01,22.3872,C[N]1C=C(C=N1)C2=CC3=C([NH]C=C3CC(=O)NC4=CC=CC(=C4)F)N=C2
NCGC00412988-01,22.3872,COC1=CC=C(NC(=O)C2(C)CCCC3=CN=C(NCC4=CC=CC=C4)N=C23)C=N1
NCGC00440167-01,22.3872,COC1=CC2=C(C=C1)C3=C(CC2)C(=N[NH]3)C(=O)N4CCC/5=C(C4)/N=C6/C=C(\NN6C5=O)C7=CC=CC=C7
NCGC00440213-01,22.3872,COC1=CC=C(NC(=O)N2CCC/3=C(C2)/C(=O)N4N/C=C\C4=N3)C=C1
NCGC00458216-01,22.3872,CC1=C(SC=C1)C(=O)N2CCCCCC2C3=NN=C(O3)C4=CC=CC=C4
NCGC00373884-01,25.1189,[O-][S+](=O)(N1CCC2(CC1)C(=O)NC3=CC=CC=C23)C4=CC(=CC=C4)C(F)(F)F
NCGC00374573-01,25.1189,COC1=CC=CC=C1C2=NC3=C(C=N[N]3C)C(=C2)C(=O)N4CCCC4
NCGC00375181-01,25.1189,COC1=C(C=CC=C1)C2=CC(=NC3=C2C=N[N]3C)C(=O)N4CCCC4
NCGC00375311-01,25.1189,ClC1=CC=C(C=C1)C(=O)N2CCC3(C2)C(=O)NC4=CC=CC=C34
NCGC00412673-01,25.1189,COC1=CC=C(C=C1OC)C2=N[N]3C(=CN=C3C=C2)NC4=CC=CC(=C4)N[S+](C)([O-])=O
NCGC00428376-01,25.1189,COC1=CC=C(C=C1)[S+]([O-])(=O)NCC2CCCN(C2)CC3=CC=C(C=C3)C4=CC=CO4
NCGC00429845-01,25.1189,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C3=NN=C4C=CC(=C[N]34)NC(=O)C5CC5)C=C1
NCGC00446819-01,25.1189,COC1=C(F)C=C(C=C1)C(=O)N2CCC3(CC2)N\C(=N/O3)C4=CC=C(C)C=C4
NCGC00446981-01,25.1189,CC(=O)NC1=CC=C(C=C1)C(=O)N2CCC3(CC2)N\C(=N/O3)C4=CC=C(Br)C=C4
NCGC00475160-01,25.1189,COC1=C(OC)C=C2C(CNC(=O)C3=CC=CS3)N(CCC2=C1)C(=O)NC4=CC=CC=C4
NCGC00305223-02,28.1838,COCCN1C(=O)C2=CC=CC=C2C(C(=O)NC3=CC=CC(=C3)OC)C14CCCC4
NCGC00374941-01,28.1838,COC1=CC=CC=C1C2=C3C=NC=C[N]3C(=N2)C(=O)NCCC4=CC=C(Cl)C=C4
NCGC00409013-01,28.1838,OCC1=CC=CC(=C1)C2=N[NH]C3=C2CC(=O)N(CC4CC4)C3
NCGC00410418-01,28.1838,CC(=O)NC1(C)CCN(CC2=CC=C(C=C2)C3=CC(=CC=C3)Cl)C1
NCGC00410499-01,28.1838,CN(C)C1=CC(=CC=C1)C2=NC=C(CN3CCC(C)(CC3)NC(C)=O)S2
NCGC00411578-01,28.1838,CC1=NOC2=C1N=C(C=C2N3CCNC(=O)C3)C4=CC=C(Cl)C=C4
NCGC00412439-01,28.1838,COC1=CC(=CC=C1)NC(=O)CC2=C[NH]C3=C2C=C(C=N3)C4=CC=CC=C4C
NCGC00422349-01,28.1838,CC[N]1C(=NN=C1[C@H]2C[C@@H](C2)NC(=O)C3=C(C)C4=CC(=CC=C4[NH]3)OC)CO
NCGC00423463-01,28.1838,COCCN1C(=O)C2=C(C=CC=C2)C(C(=O)NC3=CC=C(OC)C=C3)C14CCCC4
NCGC00423480-01,28.1838,COCCN1C(=O)C2=C(C=CC=C2)C(C(=O)NC3=CC4=C(OCCO4)C=C3)C15CCCC5
NCGC00424612-01,28.1838,COC1=CC=CC2=C1C=C[N]2CCC(=O)NC3=CC=C4NC(=O)[C@@H]5CCCN5C(=O)C4=C3
NCGC00439181-01,28.1838,CCCC1=NC2=C(C=N[N]2C)C(=N1)NCC3=CC=C(C=C3)C4=NOC(=N4)C
NCGC00439196-01,28.1838,COC1=CC(=CC=C1)C2=C[N]3CCCN(C(=O)C4=CC=CO4)C3=N2
NCGC00445401-01,28.1838,NCC1=CC=C(C=C1)C2=NC(=N[N]2CC3=CC=CC=C3)C4CCOC4
NCGC00446023-01,28.1838,CC1=CC=CC=C1CC(=O)N2CCC[C@H]2C3=NC(=NO3)C4=CC=C(F)C=C4
NCGC00446468-01,28.1838,COC1=CC(=CC=C1)C2=N[NH]C(=C2)C3=NC(=NO3)C4=CC=C5[NH]C=NC5=C4
NCGC00447021-01,28.1838,CC(=O)NC1=CC=C(C=C1)C(=O)N2CCC3(CC2)N\C(=N/O3)C4=CC=C(Cl)C=C4
NCGC00448559-01,28.1838,CN(C(=O)CN1C(=O)N(C(=O)C2=C1C=C(C)[N]2C)C3=CC=CC=C3)C4=CC=CC=C4
NCGC00454196-01,28.1838,CC/1=C/[N]2N=C(C=C2C(=O)N1)C3=NC(=NO3)C4CCCN(C4)C(=O)C5=CC(=CC=C5)Cl
NCGC00454381-01,28.1838,COC1=CC=C(C=C1)C2C[N]3N=NC(=C3CO2)C4=NOC(=N4)C5=NC=CC=C5
NCGC00454806-01,28.1838,CC1=CC=C(S1)C(=O)N2CCC(CC2)[N]3C=C(N=N3)C4=NC(=NO4)C5=CC=CC=C5
NCGC00458210-01,28.1838,FC1=CC=C(C=C1)C(=O)N2CCCCCC2C3=NN=C(O3)C4=CC=CC=C4
NCGC00470456-01,28.1838,CC1=N[N]2C=CC=C(N[S+]([O-])(=O)C3=CC(=CC=C3)C#N)C2=N1
NCGC00474501-01,28.1838,COC1=C(OC)C(=C(C=C1)C2=CC=C3N=C(OC3=C2)C4=CC(=CC=C4)F)OC
NCGC00477536-01,28.1838,FC1=C(C=CC=C1)C(=O)N2CCCC3(COC4=CC=CC=C4C(=O)N3)C2
NCGC00479500-01,28.1838,COC1=CC=C(C=C1)C2=C3CCN(CCC3=NC(=N2)C(C)C)C(=O)C4=CC=CC=C4
NCGC00398700-01,31.6228,COC1=CC(=CC=C1C(=O)N[C@H]2CCN3[C@@H](C2)C(=O)N(C3=O)C4=CC=C(F)C(=C4)Cl)SC
NCGC00410780-01,31.6228,O=C(NC1=CC=CN=C1)C2=CC(=NC=C2)C3=NN=C4C=CC(=N[N]34)NC5=CC=CC=C5
NCGC00412087-01,31.6228,COC1=CC=C(C=N1)C2=C[N]3C=NC=C3C(=C2)C4=C[NH]N=C4
NCGC00412645-01,31.6228,COC1=CC=C(C=C1OC)C2=N[N]3C(=CN=C3C=C2)NC4=CC=CC=C4
NCGC00413438-01,31.6228,FC(F)(F)C1=CC(=CC=C1)NC(=O)C2=NC3=C(CCN(CC3)CC4=CC=CC(=C4)C#N)O2
NCGC00413521-01,31.6228,COC1=CC=C(CN2CCOC3=NC(=NC=C3C2=O)C4=CC(=CC=C4)NC(C)=O)C=C1
NCGC00415951-01,31.6228,OC(=O)C1=CC(=CC=C1)[S+]([O-])(=O)N2CC(CNC(=O)C3=CC=CC=C3)C4(CN(C4)C5=CC=CC=C5)C2
NCGC00417786-01,31.6228,C[N]1C2=C(N=C1C(=O)NCC3CC3)N=C(C(=C2)Cl)C4=CC=CC=C4
NCGC00423267-01,31.6228,CCCCN1C(=O)C2=CC=CC=C2C(C(=O)NC3CC3)C14CCCCC4
NCGC00423423-01,31.6228,CC1=CC=CN=C1NC(=O)C2C3=C(C=CC=C3)C(=O)N(CC4=CC=CC=C4)C25CCCC5
NCGC00423427-01,31.6228,FC1=C(NC(=O)C2C3=C(C=CC=C3)C(=O)N(CC4=CC=CC=C4)C25CCCC5)C=CC=C1
NCGC00423446-01,31.6228,COC1=CC=C(C=N1)[C@@H](NC(=O)C2=CC=C(CSC)O2)[C@@H]3C[C@@H](O)C3
NCGC00423478-01,31.6228,COCCN1C(=O)C2=C(C=CC=C2)C(C(=O)NC3=CC=C4OCOC4=C3)C15CCCC5
NCGC00425523-01,31.6228,O=C(NC1=CC=C2C(=C1)N=CN=C2N3CCCCC3)C4=CC=C(C=C4)C#N
NCGC00429827-01,31.6228,CCC[N]1C=C(C=C1C(=O)NC(C)C2=CC=C(OC)C=C2)C3=CC=NC=C3
NCGC00430783-01,31.6228,COC1=C(OCC2=CC(=NO2)C(=O)N(C)CC3=NC=CC=C3C)C=CC(=C1)C
